	A	N	dist
GB_GCA_019113245.1	0.0586459253610979	0.9413540746389021	44.5232
GB_GCA_022788185.1	0.0351656800274866	0.9648343199725133	44.5232
GB_GCA_944389025.1	0.004067570806767	0.995932429193233	44.5232
GB_GCA_944392965.1	0.0086053567746647	0.9913946432253353	44.5232
GB_GCA_944390015.1	0.004067570806767	0.995932429193233	44.5232
GB_GCA_018711525.1	0.0061062325391146	0.9938937674608854	44.5232
GB_GCA_944388955.1	0.0097671491890361	0.9902328508109639	44.5232
GB_GCA_944392935.1	0.0078940673896605	0.9921059326103395	44.5232
GB_GCA_017694915.1	0.0064453143304112	0.9935546856695888	44.5232
GB_GCA_944389295.1	0.0100228263787534	0.9899771736212466	44.5232
GB_GCA_944392975.1	0.0097671491890361	0.9902328508109639	44.5232
GB_GCA_944389105.1	0.0097671491890361	0.9902328508109639	44.5232
GB_GCA_944392705.1	0.0097671491890361	0.9902328508109639	44.5232
GB_GCA_017694595.1	0.0097671491890361	0.9902328508109639	44.5232
GB_GCA_944389055.1	0.0319684086674289	0.9680315913325711	44.5232
GB_GCA_944392735.1	0.0037327530620831	0.9962672469379169	44.5232
GB_GCA_944392985.1	0.0037327530620831	0.9962672469379169	44.5232
GB_GCA_944389085.1	0.0167909503539373	0.9832090496460627	44.5232
GB_GCA_944389145.1	0.0182573966909198	0.9817426033090803	44.5232
GB_GCA_944389275.1	0.004067570806767	0.995932429193233	44.5232
GB_GCA_944389155.1	0.0097671491890361	0.9902328508109639	44.5232
GB_GCA_944389985.1	0.0328037324258293	0.9671962675741707	44.5232
GB_GCA_944389075.1	0.004067570806767	0.995932429193233	44.5232
GB_GCA_944389115.1	0.0097671491890361	0.9902328508109639	44.5232
GB_GCA_944390725.1	0.0021870878313202	0.9978129121686798	44.5232
GB_GCA_944389505.1	0.0097671491890361	0.9902328508109639	44.5232
GB_GCA_944389065.1	0.0097671491890361	0.9902328508109639	44.5232
GB_GCA_944389015.1	0.0097671491890361	0.9902328508109639	44.5232
GB_GCA_934271365.1	0.0123959521582682	0.9876040478417318	44.5232
GB_GCA_934247875.1	0.0231179792297536	0.9768820207702464	44.5232
GB_GCA_934276695.1	0.0259634068253224	0.9740365931746776	44.5232
GB_GCA_002406055.1	0.0099539129395235	0.9900460870604765	44.5232
GB_GCA_016302165.1	0.0317534448903019	0.9682465551096981	44.5232
GB_GCA_022784805.1	0.0336810685197028	0.9663189314802972	44.5232
GB_GCA_022785155.1	0.0197337893080998	0.9802662106919002	44.5232
GB_GCA_022771185.1	0.0345145688551282	0.9654854311448718	44.5232
GB_GCA_017629575.1	0.0285904488744331	0.9714095511255669	44.5232
GB_GCA_934276485.1	0.0123959521582682	0.9876040478417318	44.5232
GB_GCA_002452215.1	0.0051703566777856	0.9948296433222144	44.5232
GB_GCA_012519125.1	0.0010175040750135	0.9989824959249864	44.5232
GB_GCA_001603115.1	0.0017201248657922	0.9982798751342078	44.5232
GB_GCA_009930195.1	0.0020857891848882	0.9979142108151118	44.5232
RS_GCF_000190435.1	0.002009910797689	0.997990089202311	44.5232
GB_GCA_020054965.1	0.0204961644692217	0.9795038355307784	44.5232
RS_GCF_022869165.1	0.0014606848165761	0.9985393151834239	44.5232
GB_GCA_002432715.1	0.0014606848165761	0.9985393151834239	44.5232
GB_GCA_003247345.1	0.003247090226695	0.996752909773305	44.5232
GB_GCA_012514185.1	0.0010175040750135	0.9989824959249864	44.5232
RS_GCF_003429665.1	0.0014606848165761	0.9985393151834239	44.5232
RS_GCF_016406725.1	0.0010175040750135	0.9989824959249864	44.5232
GB_GCA_012800465.1	0.00141130710201	0.99858869289799	44.5232
GB_GCA_001604325.1	0.0070935084281833	0.9929064915718167	44.5232
GB_GCA_018399495.1	0.0010443811085329	0.9989556188914671	44.5232
GB_GCA_012519115.1	0.0019244029628457	0.9980755970371543	44.5232
GB_GCA_001603105.1	0.0014606848165761	0.9985393151834239	44.5232
GB_GCA_023228445.1	0.0014606848165761	0.9985393151834239	44.5232
GB_GCA_004294855.1	0.0013750002656361	0.9986249997343639	44.5232
RS_GCF_000236685.1	0.0010175040750135	0.9989824959249864	44.5232
GB_GCA_012838275.1	0.0014606848165761	0.9985393151834239	44.5232
GB_GCA_022482495.1	0.0159728668852264	0.9840271331147736	44.5232
GB_GCA_003446545.1	0.0061809329778389	0.993819067022161	44.5232
RS_GCF_000208385.1	0.0229603498046666	0.9770396501953335	44.5232
GB_GCA_900315435.1	0.0035023991415742	0.9964976008584258	44.5232
GB_GCA_905215015.1	0.0035023991415742	0.9964976008584258	44.5232
GB_GCA_016342655.1	0.0016758868151028	0.9983241131848972	44.5232
GB_GCA_023401595.1	0.0015316711786714	0.9984683288213286	44.5232
GB_GCA_934277975.1	0.2365063688465148	0.7634936311534852	44.5232
GB_GCA_017614375.1	0.0186034577470831	0.981396542252917	44.5232
GB_GCA_012728215.1	0.0056045488742742	0.9943954511257258	44.5232
GB_GCA_001940825.1	0.0091519220241092	0.9908480779758908	44.5232
GB_GCA_001604275.1	0.0037740024192188	0.9962259975807812	44.5232
GB_GCA_003456855.1	0.0223664941769539	0.9776335058230461	44.5232
GB_GCA_024405015.1	0.0101902245732643	0.9898097754267356	44.5232
GB_GCA_017475725.1	0.0170964162764598	0.9829035837235403	44.5232
GB_GCA_902796335.1	0.0096999764718166	0.9903000235281834	44.5232
GB_GCA_017632495.1	0.0166762855596764	0.9833237144403236	44.5232
GB_GCA_017962865.1	0.0258498553215252	0.9741501446784748	44.5232
GB_GCA_900321635.1	0.0096999764718166	0.9903000235281834	44.5232
GB_GCA_017470995.1	0.01486140095265	0.98513859904735	44.5232
GB_GCA_902781545.1	0.0096999764718166	0.9903000235281834	44.5232
GB_GCA_017618315.1	0.0365305348340084	0.9634694651659916	44.5232
GB_GCA_017614625.1	0.014723132818423	0.985276867181577	44.5232
GB_GCA_024405065.1	0.016075022614388	0.983924977385612	44.5232
GB_GCA_024699225.1	0.0360620083080018	0.9639379916919982	44.5232
GB_GCA_024684115.1	0.0237147747682518	0.9762852252317482	44.5232
GB_GCA_002308475.1	0.0413515630107832	0.9586484369892168	44.5232
GB_GCA_905236385.1	0.0237147747682518	0.9762852252317482	44.5232
GB_GCA_902773355.1	0.0846850915739521	0.9153149084260479	44.5232
GB_GCA_902803145.1	0.0127195602748603	0.9872804397251397	44.5232
GB_GCA_020719845.1	0.0025786856625801	0.9974213143374199	44.5232
GB_GCA_003245635.1	0.0110863315303839	0.9889136684696161	44.5232
GB_GCA_002307015.1	0.0034973922329324	0.9965026077670676	44.5232
GB_GCA_023398155.1	0.0122747060175144	0.9877252939824857	44.5232
GB_GCA_003527485.1	0.0040778029081017	0.9959221970918983	44.5232
GB_GCA_023406985.1	0.011084356344733	0.988915643655267	44.5232
GB_GCA_020216655.1	0.0027381200701315	0.9972618799298685	44.5232
RS_GCF_000219725.1	0.001543767978156	0.998456232021844	44.5232
GB_GCA_002293455.1	0.00468891676286	0.99531108323714	44.5232
GB_GCA_012517385.1	0.001543767978156	0.998456232021844	44.5232
RS_GCF_004343725.1	0.001543767978156	0.998456232021844	44.5232
GB_GCA_009780595.1	0.0325722321034274	0.9674277678965726	44.5232
GB_GCA_009781915.1	0.0149544975002849	0.9850455024997151	44.5232
GB_GCA_009786615.1	0.0211033458157157	0.9788966541842843	44.5232
RS_GCF_016616095.2	0.0038984817600185	0.9961015182399815	44.5232
GB_GCA_009777335.1	0.0035874888286062	0.9964125111713938	44.5232
GB_GCA_009786675.1	0.1176017686593354	0.8823982313406646	44.5232
GB_GCA_009784775.1	0.0511183129777278	0.9488816870222722	44.5232
GB_GCA_009776715.1	0.0569419231599269	0.9430580768400731	44.5232
GB_GCA_009777995.1	0.0024021596623872	0.9975978403376128	44.5232
RS_GCF_000214355.1	0.0082090461594202	0.9917909538405798	44.5232
GB_GCA_009780855.1	0.0169423419285534	0.9830576580714466	44.5232
GB_GCA_009780285.1	0.0325722321034274	0.9674277678965726	44.5232
GB_GCA_009780545.1	0.0174060999412507	0.9825939000587492	44.5232
GB_GCA_009786715.1	0.014404499371667	0.985595500628333	44.5232
GB_GCA_009787795.1	0.0191534560059077	0.9808465439940923	44.5232
GB_GCA_009777735.1	0.0030200939061119	0.9969799060938881	44.5232
GB_GCA_009778545.1	0.0313116524201799	0.9686883475798201	44.5232
GB_GCA_009788065.1	0.0052782982810172	0.9947217017189828	44.5232
GB_GCA_009784995.1	0.031882083096344	0.968117916903656	44.5232
GB_GCA_009781635.1	0.0199482517746321	0.9800517482253679	44.5232
GB_GCA_009781475.1	0.0121991725536821	0.9878008274463179	44.5232
GB_GCA_009784935.1	0.0273343028038821	0.972665697196118	44.5232
GB_GCA_009785215.1	0.013387185591957	0.986612814408043	44.5232
GB_GCA_009786495.1	0.0295720784471825	0.9704279215528175	44.5232
GB_GCA_009785045.1	0.0301245481240049	0.9698754518759951	44.5232
GB_GCA_009787775.1	0.0122715675554244	0.9877284324445756	44.5232
GB_GCA_009785545.1	0.0146861602134128	0.9853138397865872	44.5232
GB_GCA_009786625.1	0.00468891676286	0.99531108323714	44.5232
GB_GCA_009784975.1	0.0174239612255746	0.9825760387744255	44.5232
GB_GCA_009787285.1	0.0345744370470885	0.9654255629529115	44.5232
GB_GCA_009786455.1	0.0045905809764036	0.9954094190235964	44.5232
GB_GCA_009787695.1	0.0049969170115889	0.9950030829884111	44.5232
GB_GCA_009787835.1	0.0105526077155475	0.9894473922844526	44.5232
GB_GCA_009777535.1	0.0071963596994136	0.9928036403005864	44.5232
GB_GCA_009782555.1	0.0180035532984156	0.9819964467015844	44.5232
GB_GCA_009782495.1	0.0283692032406184	0.9716307967593816	44.5232
GB_GCA_009778155.1	0.0055968965808742	0.9944031034191259	44.5232
GB_GCA_009782955.1	0.0241364185344523	0.9758635814655477	44.5232
GB_GCA_002749205.1	0.0108406797246195	0.9891593202753804	44.5232
GB_GCA_017453745.1	0.0090417765344039	0.9909582234655961	44.5232
GB_GCA_905372205.1	0.0184740743213727	0.9815259256786273	44.5232
RS_GCF_000297095.1	0.0020751538590887	0.9979248461409113	44.5232
RS_GCF_017161325.1	0.0123105093413474	0.9876894906586526	44.5232
RS_GCF_000214375.1	0.0022143966092967	0.9977856033907033	44.5232
RS_GCF_024181285.1	0.005222781948053	0.994777218051947	44.5232
RS_GCF_024181385.1	0.005222781948053	0.994777218051947	44.5232
RS_GCF_024181225.1	0.0085788502624228	0.9914211497375772	44.5232
RS_GCF_000755145.1	0.0126080039437523	0.9873919960562477	44.5232
GB_GCA_905372345.1	0.0103114897857806	0.9896885102142194	44.5232
RS_GCF_024400535.1	0.0085788502624228	0.9914211497375772	44.5232
RS_GCF_024181605.1	0.005222781948053	0.994777218051947	44.5232
RS_GCF_024181645.1	0.005222781948053	0.994777218051947	44.5232
RS_GCF_000008185.1	0.005222781948053	0.994777218051947	44.5232
GB_GCA_905372265.1	0.1231169896403385	0.8768830103596615	44.5232
RS_GCF_000412995.1	0.1009242426378141	0.8990757573621859	44.5232
RS_GCF_010365865.1	0.0757810988639822	0.9242189011360178	44.5232
GB_GCA_905373565.1	0.1110260689684582	0.8889739310315418	44.5232
RS_GCF_017161265.1	0.0362434253776867	0.9637565746223133	44.5232
RS_GCF_018336815.1	0.0772767492972068	0.9227232507027932	44.5232
RS_GCF_000775995.1	0.0728397050447528	0.9271602949552472	44.5232
RS_GCF_008153345.1	0.0098997095565671	0.990100290443433	44.5232
RS_GCF_000410535.2	0.1719024005703003	0.8280975994296997	44.5232
RS_GCF_022376835.1	0.0083873303097088	0.9916126696902912	44.5232
GB_GCA_017694555.1	0.0659256470419518	0.9340743529580482	44.5232
GB_GCA_012838745.1	0.0142855389588336	0.9857144610411664	44.5232
GB_GCA_002070025.1	0.0116877177870526	0.9883122822129474	44.5232
GB_GCA_016929605.1	0.0115855828242334	0.9884144171757666	44.5232
GB_GCA_023393015.1	0.0170798426914924	0.9829201573085076	44.5232
GB_GCA_001604405.1	0.0170798426914924	0.9829201573085076	44.5232
GB_GCA_023438065.1	0.0051529146682999	0.9948470853317001	44.5232
GB_GCA_004294945.1	0.0052358049772915	0.9947641950227085	44.5232
GB_GCA_003246335.1	0.0029552056813805	0.9970447943186195	44.5232
GB_GCA_003246765.1	0.0292072761149542	0.9707927238850458	44.5232
RS_GCF_021021555.1	0.0077423815294339	0.9922576184705661	44.5232
GB_GCA_003245785.1	0.0193862294084267	0.9806137705915733	44.5232
GB_GCA_023443865.1	0.0170798426914924	0.9829201573085076	44.5232
GB_GCA_003252395.1	0.0170798426914924	0.9829201573085076	44.5232
GB_GCA_017382775.1	0.02750895770218	0.97249104229782	44.5232
GB_GCA_001604385.1	0.0230642130116399	0.9769357869883601	44.5232
RS_GCF_000413055.1	0.0387815156005765	0.9612184843994235	44.5232
GB_GCA_000468055.1	0.0412361710259949	0.9587638289740051	44.5232
GB_GCA_905372025.1	0.0387815156005765	0.9612184843994235	44.5232
GB_GCA_002308875.1	0.0169000091252306	0.9830999908747694	44.5232
GB_GCA_001885315.1	0.0077423815294339	0.9922576184705661	44.5232
GB_GCA_016285185.1	0.0051081556429786	0.9948918443570214	44.5232
GB_GCA_024402495.1	0.0199005090882842	0.9800994909117158	44.5232
GB_GCA_902797925.1	0.0152142754117095	0.9847857245882905	44.5232
GB_GCA_024402455.1	0.0905958385382242	0.9094041614617758	44.5232
GB_GCA_001603145.1	0.0039907862579107	0.9960092137420893	44.5232
GB_GCA_017614995.1	0.0039907862579107	0.9960092137420893	44.5232
GB_GCA_012519415.1	0.0152142754117095	0.9847857245882905	44.5232
GB_GCA_024698325.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_017449285.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_002369025.1	0.0157593134876407	0.9842406865123593	44.5232
GB_GCA_014804085.1	0.0215803620936341	0.9784196379063659	44.5232
GB_GCA_017450535.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_022510885.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_002394465.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_017938365.1	0.041054397061916	0.958945602938084	44.5232
GB_GCA_003447785.1	0.0293041989542486	0.9706958010457514	44.5232
GB_GCA_024697295.1	0.0293041989542486	0.9706958010457514	44.5232
GB_GCA_016283615.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_002392405.1	0.0746901949265194	0.9253098050734806	44.5232
GB_GCA_016297415.1	0.0167161150283998	0.9832838849716002	44.5232
RS_GCF_900497595.1	0.0083873303097088	0.9916126696902912	44.5232
GB_GCA_900770075.1	0.0089360866198068	0.9910639133801932	44.5232
RS_GCF_900167025.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_002477955.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_017412405.1	0.0186568485560178	0.9813431514439822	44.5232
GB_GCA_017449265.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_905233535.1	0.0089360866198068	0.9910639133801932	44.5232
RS_GCF_000255555.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_017525605.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_017934745.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_902803735.1	0.0157593134876407	0.9842406865123593	44.5232
RS_GCF_014737315.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_017430385.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_902785455.1	0.0153715271329629	0.9846284728670371	44.5232
GB_GCA_017395545.1	0.0157593134876407	0.9842406865123593	44.5232
GB_GCA_017161305.1	0.0232834358640414	0.9767165641359586	44.5232
GB_GCA_017468745.1	0.0223664941769539	0.9776335058230461	44.5232
GB_GCA_002393835.1	0.0661994309678665	0.9338005690321335	44.5232
GB_GCA_934691925.1	0.0393013879599607	0.9606986120400393	44.5232
GB_GCA_002368605.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_002404895.1	0.0131307982313965	0.9868692017686035	44.5232
GB_GCA_018064905.1	0.0192422094927331	0.9807577905072669	44.5232
GB_GCA_017464425.1	0.0131307982313965	0.9868692017686035	44.5232
GB_GCA_017484285.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_024691265.1	0.0106122204644824	0.9893877795355176	44.5232
GB_GCA_017469785.1	0.0136966618623656	0.9863033381376344	44.5232
GB_GCA_003455655.1	0.0642054043681649	0.9357945956318351	44.5232
GB_GCA_902766125.1	0.0157593134876407	0.9842406865123593	44.5232
GB_GCA_016296205.1	0.0211761165470816	0.9788238834529184	44.5232
GB_GCA_022510925.1	0.0269748455813282	0.9730251544186718	44.5232
GB_GCA_022510905.1	0.0269748455813282	0.9730251544186718	44.5232
GB_GCA_902778325.1	0.0089360866198068	0.9910639133801932	44.5232
GB_GCA_002393865.1	0.0157593134876407	0.9842406865123593	44.5232
GB_GCA_016282455.1	0.0269748455813282	0.9730251544186718	44.5232
GB_GCA_017453705.1	0.0229326696980632	0.9770673303019368	44.5232
GB_GCA_902803415.1	0.0444291613275278	0.9555708386724722	44.5232
GB_GCA_902796985.1	0.0122955066968859	0.987704493303114	44.5232
GB_GCA_902773215.1	0.0122955066968859	0.987704493303114	44.5232
GB_GCA_017450845.1	0.0229326696980632	0.9770673303019368	44.5232
GB_GCA_024690865.1	0.0269748455813282	0.9730251544186718	44.5232
GB_GCA_902797055.1	0.0293041989542486	0.9706958010457514	44.5232
GB_GCA_017476165.1	0.0240665971119041	0.9759334028880959	44.5232
GB_GCA_902766345.1	0.040948260834265	0.959051739165735	44.5232
GB_GCA_024699235.1	0.0066994190620866	0.9933005809379134	44.5232
GB_GCA_905236465.1	0.0293041989542486	0.9706958010457514	44.5232
GB_GCA_002373205.1	0.0071385357246873	0.9928614642753127	44.5232
